# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	517675	520657	+						30908378	PCOAH_00016520	2983		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	517675	520657	+	XM_020058461.1		XP_019914273.1	SICA antigen		30908378	PCOAH_00016520	1833	1833	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	517675	520657	+	XP_019914273.1		XM_020058461.1	SICA antigen		30908378	PCOAH_00016520	1833	610	partial
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	522804	526105	+						30908379	PCOAH_00016530	3302		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	522804	526105	+	XM_020058462.1		XP_019913995.1	Uncharacterized protein		30908379	PCOAH_00016530	3201	3201	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	522804	526105	+	XP_019913995.1		XM_020058462.1	Uncharacterized protein		30908379	PCOAH_00016530	3201	1066	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	526169	528721	-						30908380	PCOAH_00016540	2553		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	526169	528721	-	XM_020058463.1		XP_019914149.1	Nad synthase		30908380	PCOAH_00016540	2553	2553	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	526169	528721	-	XP_019914149.1		XM_020058463.1	Nad synthase		30908380	PCOAH_00016540	2553	850	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	529290	533085	-						30908381	PCOAH_00016550	3796		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	529290	533085	-	XM_020058464.1		XP_019914256.1	Uncharacterized protein		30908381	PCOAH_00016550	3525	3525	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	529290	533085	-	XP_019914256.1		XM_020058464.1	Uncharacterized protein		30908381	PCOAH_00016550	3525	1174	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	536546	540673	+						30908382	PCOAH_00016560	4128		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	536546	540673	+	XM_020058465.1		XP_019913928.1	Uncharacterized protein		30908382	PCOAH_00016560	3990	3990	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	536546	540673	+	XP_019913928.1		XM_020058465.1	Uncharacterized protein		30908382	PCOAH_00016560	3990	1329	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	548534	549605	+						30908383	PCOAH_00016570	1072		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	548534	549605	+	XM_020058466.1		XP_019914041.1	Membrane transporter		30908383	PCOAH_00016570	912	912	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	548534	549605	+	XP_019914041.1		XM_020058466.1	Membrane transporter		30908383	PCOAH_00016570	912	303	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	549688	550308	+						30908384	PCOAH_00016580	621		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	549688	550308	+	XM_020058467.1		XP_019914055.1	Uncharacterized protein		30908384	PCOAH_00016580	444	444	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	549688	550308	+	XP_019914055.1		XM_020058467.1	Uncharacterized protein		30908384	PCOAH_00016580	444	147	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	550779	556167	-						30908385	PCOAH_00016590	5389		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	550779	556167	-	XM_020058468.1		XP_019913913.1	Serine/threonine protein kinase		30908385	PCOAH_00016590	2973	2973	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	550779	556167	-	XP_019913913.1		XM_020058468.1	Serine/threonine protein kinase		30908385	PCOAH_00016590	2973	990	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	563410	572511	+						30908386	PCOAH_00016600	9102		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	563410	572511	+	XM_020058469.1		XP_019914163.1	Protein kinase		30908386	PCOAH_00016600	9102	9102	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	563410	572511	+	XP_019914163.1		XM_020058469.1	Protein kinase		30908386	PCOAH_00016600	9102	3033	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	572936	576860	-						30908387	PCOAH_00016610	3925		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	572936	576860	-	XM_020058470.1		XP_019914052.1	Serine/threonine protein kinase		30908387	PCOAH_00016610	3402	3402	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	572936	576860	-	XP_019914052.1		XM_020058470.1	Serine/threonine protein kinase		30908387	PCOAH_00016610	3402	1133	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	578485	579359	-						30908388	PCOAH_00016620	875		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	578485	579359	-	XM_020058471.1		XP_019913938.1	Uncharacterized protein		30908388	PCOAH_00016620	636	636	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	578485	579359	-	XP_019913938.1		XM_020058471.1	Uncharacterized protein		30908388	PCOAH_00016620	636	211	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	581845	585714	-						30908389	PCOAH_00016630	3870		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	581845	585714	-	XM_020058472.1		XP_019914220.1	Uncharacterized protein		30908389	PCOAH_00016630	3870	3870	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	581845	585714	-	XP_019914220.1		XM_020058472.1	Uncharacterized protein		30908389	PCOAH_00016630	3870	1289	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	588108	589454	+						30908390	PCOAH_00016640	1347		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	588108	589454	+	XM_020058473.1		XP_019914116.1	Histone deacetylase		30908390	PCOAH_00016640	1347	1347	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	588108	589454	+	XP_019914116.1		XM_020058473.1	Histone deacetylase		30908390	PCOAH_00016640	1347	448	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	589954	591114	-						30908391	PCOAH_00016650	1161		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	589954	591114	-	XM_020058474.1		XP_019914004.1	Protein yippee-like		30908391	PCOAH_00016650	1077	1077	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	590171	590641	-	XP_019914004.1		XM_020058474.1	Protein yippee-like		30908391	PCOAH_00016650	387	128	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	591799	592860	-						30908392	PCOAH_00016660	1062		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	591799	592860	-	XM_020058475.1		XP_019914285.1	Uncharacterized protein		30908392	PCOAH_00016660	402	402	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	591799	592860	-	XP_019914285.1		XM_020058475.1	Uncharacterized protein		30908392	PCOAH_00016660	402	133	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	595334	596967	+						30908393	PCOAH_00016670	1634		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	595334	596967	+	XM_020058476.1		XP_019914180.1	Serine/threonine-protein phosphatase		30908393	PCOAH_00016670	1458	1458	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	595334	596967	+	XP_019914180.1		XM_020058476.1	Serine/threonine-protein phosphatase		30908393	PCOAH_00016670	1458	485	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	598379	599785	+						30908394	PCOAH_00016680	1407		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	598379	599785	+	XM_020058477.1		XP_019914070.1	Uncharacterized protein		30908394	PCOAH_00016680	1407	1407	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	598379	599785	+	XP_019914070.1		XM_020058477.1	Uncharacterized protein		30908394	PCOAH_00016680	1407	468	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	600047	601611	-						30908395	PCOAH_00016690	1565		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	600047	601611	-	XM_020058478.1		XP_019913958.1	Methyltransferase		30908395	PCOAH_00016690	1299	1299	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	600047	601611	-	XP_019913958.1		XM_020058478.1	Methyltransferase		30908395	PCOAH_00016690	1299	432	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	603780	604859	+						30908396	PCOAH_00016700	1080		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	603780	604859	+	XM_020058479.1		XP_019914284.1	Uncharacterized protein		30908396	PCOAH_00016700	1080	1080	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	603780	604859	+	XP_019914284.1		XM_020058479.1	Uncharacterized protein		30908396	PCOAH_00016700	1080	359	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	605790	607519	-						30908397	PCOAH_00016710	1730		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	605790	607519	-	XM_020058480.1		XP_019914003.1	Uncharacterized protein		30908397	PCOAH_00016710	660	660	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	605790	607519	-	XP_019914003.1		XM_020058480.1	Uncharacterized protein		30908397	PCOAH_00016710	660	219	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	608075	610032	-						30908398	PCOAH_00016720	1958		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	608075	610032	-	XM_020058481.1		XP_019914114.1	Alpha-tubulin N-acetyltransferase		30908398	PCOAH_00016720	555	555	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	608075	610032	-	XP_019914114.1		XM_020058481.1	Alpha-tubulin N-acetyltransferase		30908398	PCOAH_00016720	555	184	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	610801	612669	-						30908399	PCOAH_00016730	1869		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	610801	612669	-	XM_020058482.1		XP_019914219.1	Splicesome-associated protein		30908399	PCOAH_00016730	1869	1869	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	610801	612669	-	XP_019914219.1		XM_020058482.1	Splicesome-associated protein		30908399	PCOAH_00016730	1869	622	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	613777	619624	-						30908400	PCOAH_00016740	5848		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	613777	619624	-	XM_020058483.1		XP_019914238.1	Uncharacterized protein		30908400	PCOAH_00016740	5625	5625	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	613777	619624	-	XP_019914238.1		XM_020058483.1	Uncharacterized protein		30908400	PCOAH_00016740	5625	1874	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	621280	625619	+						30908401	PCOAH_00016750	4340		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	621280	625619	+	XM_020058484.1		XP_019913956.1	Uncharacterized protein		30908401	PCOAH_00016750	3951	3951	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	621280	625379	+	XP_019913956.1		XM_020058484.1	Uncharacterized protein		30908401	PCOAH_00016750	3711	1236	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	625845	629062	-						30908402	PCOAH_00016760	3218		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	625845	629062	-	XM_020058485.1		XP_019914068.1	Uncharacterized protein		30908402	PCOAH_00016760	2997	2997	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	625845	629062	-	XP_019914068.1		XM_020058485.1	Uncharacterized protein		30908402	PCOAH_00016760	2997	998	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	632327	633496	+						30908403	PCOAH_00016770	1170		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	632327	633496	+	XM_020058486.1		XP_019914179.1	Thiamin pyrophosphokinase		30908403	PCOAH_00016770	1170	1170	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	632327	633496	+	XP_019914179.1		XM_020058486.1	Thiamin pyrophosphokinase		30908403	PCOAH_00016770	1170	389	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	633679	636492	-						30908404	PCOAH_00016780	2814		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	633679	636492	-	XM_020058487.1		XP_019914189.1	Uncharacterized protein		30908404	PCOAH_00016780	2814	2814	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	633679	636492	-	XP_019914189.1		XM_020058487.1	Uncharacterized protein		30908404	PCOAH_00016780	2814	937	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	637825	639528	+						30908405	PCOAH_00016790	1704		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	637825	639528	+	XM_020058488.1		XP_019914298.1	Uncharacterized protein		30908405	PCOAH_00016790	1704	1704	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	637825	639528	+	XP_019914298.1		XM_020058488.1	Uncharacterized protein		30908405	PCOAH_00016790	1704	567	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	640289	643655	-						30908406	PCOAH_00016800	3367		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	640289	643655	-	XM_020058489.1		XP_019914257.1	Uncharacterized protein		30908406	PCOAH_00016800	3252	3252	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	640289	643655	-	XP_019914257.1		XM_020058489.1	Uncharacterized protein		30908406	PCOAH_00016800	3252	1083	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	648230	649504	+						30908407	PCOAH_00016810	1275		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	648230	649504	+	XM_020058490.1		XP_019914151.1	Uncharacterized protein		30908407	PCOAH_00016810	609	609	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	648230	649504	+	XP_019914151.1		XM_020058490.1	Uncharacterized protein		30908407	PCOAH_00016810	609	202	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	651866	653755	+						30908408	PCOAH_00016820	1890		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	651866	653755	+	XM_020058491.1		XP_019914087.1	Thioredoxin reductase 2		30908408	PCOAH_00016820	1890	1890	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	651866	653755	+	XP_019914087.1		XM_020058491.1	Thioredoxin reductase 2		30908408	PCOAH_00016820	1890	629	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	654816	656035	+						30908409	PCOAH_00016830	1220		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	654816	656035	+	XM_020058492.1		XP_019913976.1	Uncharacterized protein		30908409	PCOAH_00016830	843	843	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	654816	656035	+	XP_019913976.1		XM_020058492.1	Uncharacterized protein		30908409	PCOAH_00016830	843	280	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	656289	657446	-						30908410	PCOAH_00016840	1158		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	656289	657446	-	XM_020058493.1		XP_019913914.1	Uncharacterized protein		30908410	PCOAH_00016840	1158	1158	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	656289	657446	-	XP_019913914.1		XM_020058493.1	Uncharacterized protein		30908410	PCOAH_00016840	1158	385	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	658607	659454	-						30908411	PCOAH_00016850	848		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	658607	659454	-	XM_020058494.1		XP_019914195.1	Cyclin-dependent kinases regulatory subunit		30908411	PCOAH_00016850	669	669	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	658607	659454	-	XP_019914195.1		XM_020058494.1	Cyclin-dependent kinases regulatory subunit		30908411	PCOAH_00016850	669	222	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	662041	665283	-						30908412	PCOAH_00016860	3243		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	662041	665283	-	XM_020058495.1		XP_019914136.1	Uncharacterized protein		30908412	PCOAH_00016860	3243	3243	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	662041	665283	-	XP_019914136.1		XM_020058495.1	Uncharacterized protein		30908412	PCOAH_00016860	3243	1080	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	666328	668682	-						30908413	PCOAH_00016870	2355		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	666328	668682	-	XM_020058496.1		XP_019914024.1	Uncharacterized protein		30908413	PCOAH_00016870	2355	2355	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	666328	668682	-	XP_019914024.1		XM_020058496.1	Uncharacterized protein		30908413	PCOAH_00016870	2355	784	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	669550	671757	-						30908414	PCOAH_00016880	2208		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	669550	671757	-	XM_020058497.1		XP_019913962.1	Nadph-cytochrome p450 reductase		30908414	PCOAH_00016880	2208	2208	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	669550	671757	-	XP_019913962.1		XM_020058497.1	Nadph-cytochrome p450 reductase		30908414	PCOAH_00016880	2208	735	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	672980	673678	+						30908415	PCOAH_00016890	699		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	672980	673678	+	XM_020058498.1		XP_019914242.1	OTU-like cysteine protease		30908415	PCOAH_00016890	699	699	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	672980	673678	+	XP_019914242.1		XM_020058498.1	OTU-like cysteine protease		30908415	PCOAH_00016890	699	232	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	674452	675456	+						30908416	PCOAH_00016900	1005		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	674452	675456	+	XM_020058499.1		XP_019914001.1	Dna-directed rna polymerase II		30908416	PCOAH_00016900	1005	1005	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	674452	675456	+	XP_019914001.1		XM_020058499.1	Dna-directed rna polymerase II		30908416	PCOAH_00016900	1005	334	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	676409	677800	+						30908417	PCOAH_00016910	1392		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	676409	677800	+	XM_020058500.1		XP_019914112.1	3-oxoacyl-[acyl-carrier protein] reductase		30908417	PCOAH_00016910	903	903	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	676409	677800	+	XP_019914112.1		XM_020058500.1	3-oxoacyl-[acyl-carrier protein] reductase		30908417	PCOAH_00016910	903	300	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	679288	690818	+						30908418	PCOAH_00016920	11531		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	679288	690818	+	XM_020058501.1		XP_019914177.1	Uncharacterized protein		30908418	PCOAH_00016920	11241	11241	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	679288	690818	+	XP_019914177.1		XM_020058501.1	Uncharacterized protein		30908418	PCOAH_00016920	11241	3746	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	691538	694496	+						30908419	PCOAH_00016930	2959		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	691538	694496	+	XM_020058502.1		XP_019914282.1	Pre-mRNA splicing factor protein		30908419	PCOAH_00016930	1459	1459	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	691894	694422	+	XP_019914282.1		XM_020058502.1	Pre-mRNA splicing factor protein		30908419	PCOAH_00016930	1029	342	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	694874	696822	-						30908420	PCOAH_00016940	1949		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	694874	696822	-	XM_020058503.1		XP_019913953.1	Phosphoglycerate kinase		30908420	PCOAH_00016940	1716	1716	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	694949	696822	-	XP_019913953.1		XM_020058503.1	Phosphoglycerate kinase		30908420	PCOAH_00016940	1641	546	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	698479	700042	-						30908421	PCOAH_00016950	1564		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	698479	700042	-	XM_020058504.1		XP_019914066.1	Phosphoglycerate kinase		30908421	PCOAH_00016950	1385	1385	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	698479	699204	-	XP_019914066.1		XM_020058504.1	Phosphoglycerate kinase		30908421	PCOAH_00016950	726	242	partial
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	700894	707607	-						30908422	PCOAH_00016960	6714		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	700894	707607	-	XM_020058505.1		XP_019914128.1	Para-aminobenzoic acid synthetase		30908422	PCOAH_00016960	3924	3924	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	700894	707607	-	XP_019914128.1		XM_020058505.1	Para-aminobenzoic acid synthetase		30908422	PCOAH_00016960	3924	1307	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	708554	709762	-						30908423	PCOAH_00016970	1209		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	708554	709762	-	XM_020058506.1		XP_019914236.1	S-adenosylmethionine synthase		30908423	PCOAH_00016970	1209	1209	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	708554	709762	-	XP_019914236.1		XM_020058506.1	S-adenosylmethionine synthase		30908423	PCOAH_00016970	1209	402	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	712368	717649	-						30908424	PCOAH_00016980	5282		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	712368	717649	-	XM_020058507.1		XP_019914294.1	Uncharacterized protein		30908424	PCOAH_00016980	4275	4275	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	712368	717649	-	XP_019914294.1		XM_020058507.1	Uncharacterized protein		30908424	PCOAH_00016980	4275	1424	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	719527	723307	-						30908425	PCOAH_00016990	3781		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	719527	723307	-	XM_020058508.1		XP_019914015.1	Uncharacterized protein		30908425	PCOAH_00016990	2864	2864	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	719527	723014	-	XP_019914015.1		XM_020058508.1	Uncharacterized protein		30908425	PCOAH_00016990	2571	856	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	723902	724657	-						30908426	PCOAH_00017000	756		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	723902	724657	-	XM_020058509.1		XP_019914184.1	Uncharacterized protein		30908426	PCOAH_00017000	756	756	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	723902	724657	-	XP_019914184.1		XM_020058509.1	Uncharacterized protein		30908426	PCOAH_00017000	756	251	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	726051	727523	+						30908427	PCOAH_00017010	1473		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	726051	727523	+	XM_020058510.1		XP_019914291.1	Uncharacterized protein		30908427	PCOAH_00017010	987	987	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	726051	727523	+	XP_019914291.1		XM_020058510.1	Uncharacterized protein		30908427	PCOAH_00017010	987	328	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	727999	730152	+						30908428	PCOAH_00017020	2154		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	727999	730152	+	XM_020058511.1		XP_019914010.1	Uncharacterized protein		30908428	PCOAH_00017020	1788	1788	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	727999	730152	+	XP_019914010.1		XM_020058511.1	Uncharacterized protein		30908428	PCOAH_00017020	1788	595	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	730566	735249	-						30908429	PCOAH_00017030	4684		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	730566	735249	-	XM_020058512.1		XP_019914124.1	Uncharacterized protein		30908429	PCOAH_00017030	4563	4563	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	7	NC_033562.1	730566	735249	-	XP_019914124.1		XM_020058512.1	Uncharacterized protein		30908429	PCOAH_00017030	4563	1520	
