# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	538573	539417	-						24265754	AK88_00440	845		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	538573	539417	-	XM_012478091.1		XP_012333514.1	uncharacterized protein		24265754	AK88_00440	588	588	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	538573	539417	-	XP_012333514.1		XM_012478091.1	uncharacterized protein		24265754	AK88_00440	588	195	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	540432	543708	+						24265755	AK88_00441	3277		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	540432	543708	+	XM_012478092.1		XP_012333515.1	uncharacterized protein		24265755	AK88_00441	3120	3120	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	540432	543708	+	XP_012333515.1		XM_012478092.1	uncharacterized protein		24265755	AK88_00441	3120	1039	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	543985	545811	-						24265756	AK88_00442	1827		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	543985	545811	-	XM_012478093.1		XP_012333516.1	uncharacterized protein		24265756	AK88_00442	1827	1827	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	543985	545811	-	XP_012333516.1		XM_012478093.1	uncharacterized protein		24265756	AK88_00442	1827	608	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	546853	548353	+						24265757	AK88_00443	1501		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	546853	548353	+	XM_012478094.1		XP_012333517.1	uncharacterized protein		24265757	AK88_00443	1332	1332	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	546853	548353	+	XP_012333517.1		XM_012478094.1	uncharacterized protein		24265757	AK88_00443	1332	443	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	549331	555184	-						24265758	AK88_00444	5854		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	549331	555184	-	XM_012478095.1		XP_012333518.1	uncharacterized protein		24265758	AK88_00444	2394	2394	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	549331	555184	-	XP_012333518.1		XM_012478095.1	uncharacterized protein		24265758	AK88_00444	2394	797	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	562601	563534	+						24265759	AK88_00445	934		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	562601	563534	+	XM_012478096.1		XP_012333519.1	uncharacterized protein		24265759	AK88_00445	414	414	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	562601	563534	+	XP_012333519.1		XM_012478096.1	uncharacterized protein		24265759	AK88_00445	414	137	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	564090	564521	-						24265760	AK88_00446	432		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	564090	564521	-	XM_012478097.1		XP_012333520.1	uncharacterized protein		24265760	AK88_00446	432	432	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	564090	564521	-	XP_012333520.1		XM_012478097.1	uncharacterized protein		24265760	AK88_00446	432	143	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	568337	569304	+						24265761	AK88_00447	968		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	568337	569304	+	XM_012478098.1		XP_012333521.1	uncharacterized protein		24265761	AK88_00447	576	576	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	568337	569304	+	XP_012333521.1		XM_012478098.1	uncharacterized protein		24265761	AK88_00447	576	191	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	569385	575886	-						24265762	AK88_00448	6502		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	569385	575886	-	XM_012478099.1		XP_012333522.1	uncharacterized protein		24265762	AK88_00448	6357	6357	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	569385	575886	-	XP_012333522.1		XM_012478099.1	uncharacterized protein		24265762	AK88_00448	6357	2118	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	576423	577401	+						24265763	AK88_00449	979		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	576423	577401	+	XM_012478100.1		XP_012333523.1	uncharacterized protein		24265763	AK88_00449	339	339	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	576423	577401	+	XP_012333523.1		XM_012478100.1	uncharacterized protein		24265763	AK88_00449	339	112	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	577783	579300	-						24265764	AK88_00450	1518		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	577783	579300	-	XM_012478101.1		XP_012333524.1	uncharacterized protein		24265764	AK88_00450	1284	1284	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	577783	579300	-	XP_012333524.1		XM_012478101.1	uncharacterized protein		24265764	AK88_00450	1284	427	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	579371	580235	+						24265765	AK88_00451	865		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	579371	580235	+	XM_012478102.1		XP_012333525.1	uncharacterized protein		24265765	AK88_00451	522	522	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	579371	580235	+	XP_012333525.1		XM_012478102.1	uncharacterized protein		24265765	AK88_00451	522	173	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	580451	581071	-						24265766	AK88_00452	621		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	580451	581071	-	XM_012478103.1		XP_012333526.1	uncharacterized protein		24265766	AK88_00452	621	621	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	580451	581071	-	XP_012333526.1		XM_012478103.1	uncharacterized protein		24265766	AK88_00452	621	206	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	582866	591912	-						24265767	AK88_00453	9047		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	582866	591912	-	XM_012478104.1		XP_012333527.1	uncharacterized protein		24265767	AK88_00453	8790	8790	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192583.1	582866	591912	-	XP_012333527.1		XM_012478104.1	uncharacterized protein		24265767	AK88_00453	8790	2929	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	47	609	-						24265768	AK88_00454	563		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	47	609	-	XM_012478105.1		XP_012333528.1	uncharacterized protein		24265768	AK88_00454	396	396	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	47	609	-	XP_012333528.1		XM_012478105.1	uncharacterized protein		24265768	AK88_00454	396	131	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	2529	6677	-						24265769	AK88_00455	4149		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	2529	6677	-	XM_012478106.1		XP_012333529.1	uncharacterized protein		24265769	AK88_00455	4149	4149	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	2529	6677	-	XP_012333529.1		XM_012478106.1	uncharacterized protein		24265769	AK88_00455	4149	1382	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	10450	13788	-						24265770	AK88_00456	3339		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	10450	13788	-	XM_012478107.1		XP_012333530.1	uncharacterized protein		24265770	AK88_00456	3339	3339	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	10450	13788	-	XP_012333530.1		XM_012478107.1	uncharacterized protein		24265770	AK88_00456	3339	1112	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	14998	15264	+						24265771	AK88_00457	267		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	14998	15264	+	XM_012478108.1		XP_012333531.1	uncharacterized protein		24265771	AK88_00457	267	267	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	14998	15264	+	XP_012333531.1		XM_012478108.1	uncharacterized protein		24265771	AK88_00457	267	88	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	15803	21759	-						24265772	AK88_00458	5957		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	15803	21759	-	XM_012478109.1		XP_012333532.1	uncharacterized protein		24265772	AK88_00458	5826	5826	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	15803	21759	-	XP_012333532.1		XM_012478109.1	uncharacterized protein		24265772	AK88_00458	5826	1941	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	24633	28094	+						24265773	AK88_00459	3462		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	24633	28094	+	XM_012478110.1		XP_012333533.1	uncharacterized protein		24265773	AK88_00459	3462	3462	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	24633	28094	+	XP_012333533.1		XM_012478110.1	uncharacterized protein		24265773	AK88_00459	3462	1153	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	28740	32836	+						24265774	AK88_00460	4097		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	28740	32836	+	XM_012478111.1		XP_012333534.1	uncharacterized protein		24265774	AK88_00460	4059	4059	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	28740	32836	+	XP_012333534.1		XM_012478111.1	uncharacterized protein		24265774	AK88_00460	4059	1352	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	34050	36017	+						24265775	AK88_00461	1968		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	34050	36017	+	XM_012478112.1		XP_012333535.1	uncharacterized protein		24265775	AK88_00461	1968	1968	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	34050	36017	+	XP_012333535.1		XM_012478112.1	uncharacterized protein		24265775	AK88_00461	1968	655	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	36730	37515	+						24265776	AK88_00462	786		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	36730	37515	+	XM_012478113.1		XP_012333536.1	uncharacterized protein		24265776	AK88_00462	447	447	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	36730	37515	+	XP_012333536.1		XM_012478113.1	uncharacterized protein		24265776	AK88_00462	447	148	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	37725	39590	+						24265777	AK88_00463	1866		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	37725	39590	+	XM_012478114.1		XP_012333537.1	uncharacterized protein		24265777	AK88_00463	1866	1866	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	37725	39590	+	XP_012333537.1		XM_012478114.1	uncharacterized protein		24265777	AK88_00463	1866	621	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	40945	42126	+						24265778	AK88_00464	1182		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	40945	42126	+	XM_012478115.1		XP_012333538.1	uncharacterized protein		24265778	AK88_00464	1182	1182	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	40945	42126	+	XP_012333538.1		XM_012478115.1	uncharacterized protein		24265778	AK88_00464	1182	393	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	43073	44254	+						24265779	AK88_00465	1182		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	43073	44254	+	XM_012478116.1		XP_012333539.1	uncharacterized protein		24265779	AK88_00465	1182	1182	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	43073	44254	+	XP_012333539.1		XM_012478116.1	uncharacterized protein		24265779	AK88_00465	1182	393	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	47046	47567	+						24265780	AK88_00466	522		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	47046	47567	+	XM_012478117.1		XP_012333540.1	uncharacterized protein		24265780	AK88_00466	522	522	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	47046	47567	+	XP_012333540.1		XM_012478117.1	uncharacterized protein		24265780	AK88_00466	522	173	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	49548	50033	+						24265781	AK88_00467	486		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	49548	50033	+	XM_012478118.1		XP_012333541.1	uncharacterized protein		24265781	AK88_00467	486	486	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	49548	50033	+	XP_012333541.1		XM_012478118.1	uncharacterized protein		24265781	AK88_00467	486	161	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	53362	54850	+						24265782	AK88_00468	1489		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	53362	54850	+	XM_012478119.1		XP_012333542.1	uncharacterized protein		24265782	AK88_00468	1122	1122	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	53362	54850	+	XP_012333542.1		XM_012478119.1	uncharacterized protein		24265782	AK88_00468	1122	373	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	55216	57624	-						24265783	AK88_00469	2409		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	55216	57624	-	XM_012478120.1		XP_012333543.1	uncharacterized protein		24265783	AK88_00469	2409	2409	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	55216	57624	-	XP_012333543.1		XM_012478120.1	uncharacterized protein		24265783	AK88_00469	2409	802	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	60788	65162	-						24265784	AK88_00470	4375		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	60788	65162	-	XM_012478121.1		XP_012333544.1	uncharacterized protein		24265784	AK88_00470	1197	1197	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	60788	65162	-	XP_012333544.1		XM_012478121.1	uncharacterized protein		24265784	AK88_00470	1197	398	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	70855	71528	-						24265785	AK88_00471	674		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	70855	71528	-	XM_012478122.1		XP_012333545.1	uncharacterized protein		24265785	AK88_00471	534	534	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	70855	71528	-	XP_012333545.1		XM_012478122.1	uncharacterized protein		24265785	AK88_00471	534	177	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	72249	75206	-						24265786	AK88_00472	2958		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	72249	75206	-	XM_012478123.1		XP_012333546.1	uncharacterized protein		24265786	AK88_00472	2958	2958	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	72249	75206	-	XP_012333546.1		XM_012478123.1	uncharacterized protein		24265786	AK88_00472	2958	985	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	76859	78603	+						24265787	AK88_00473	1745		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	76859	78603	+	XM_012478124.1		XP_012333547.1	uncharacterized protein		24265787	AK88_00473	954	954	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	76859	78603	+	XP_012333547.1		XM_012478124.1	uncharacterized protein		24265787	AK88_00473	954	317	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	81676	82896	+						24265788	AK88_00474	1221		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	81676	82896	+	XM_012478125.1		XP_012333548.1	uncharacterized protein		24265788	AK88_00474	1221	1221	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	81676	82896	+	XP_012333548.1		XM_012478125.1	uncharacterized protein		24265788	AK88_00474	1221	406	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	99997	101119	-						24265789	AK88_00475	1123		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	99997	101119	-	XM_012478126.1		XP_012333549.1	uncharacterized protein		24265789	AK88_00475	861	861	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	99997	101119	-	XP_012333549.1		XM_012478126.1	uncharacterized protein		24265789	AK88_00475	861	286	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	106676	108409	+						24265790	AK88_00476	1734		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	106676	108409	+	XM_012478127.1		XP_012333550.1	uncharacterized protein		24265790	AK88_00476	888	888	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	106676	108409	+	XP_012333550.1		XM_012478127.1	uncharacterized protein		24265790	AK88_00476	888	295	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	110649	115083	-						24265791	AK88_00477	4435		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	110649	115083	-	XM_012478128.1		XP_012333551.1	uncharacterized protein		24265791	AK88_00477	4179	4179	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	110649	115083	-	XP_012333551.1		XM_012478128.1	uncharacterized protein		24265791	AK88_00477	4179	1392	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	117970	122034	+						24265792	AK88_00478	4065		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	117970	122034	+	XM_012478129.1		XP_012333552.1	uncharacterized protein		24265792	AK88_00478	4065	4065	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	117970	122034	+	XP_012333552.1		XM_012478129.1	uncharacterized protein		24265792	AK88_00478	4065	1354	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	122948	127389	-						24265793	AK88_00479	4442		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	122948	127389	-	XM_012478130.1		XP_012333553.1	CAMK protein kinase		24265793	AK88_00479	828	828	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	122948	127389	-	XP_012333553.1		XM_012478130.1	CAMK protein kinase		24265793	AK88_00479	828	275	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	133691	136959	+						24265794	AK88_00480	3269		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	133691	136959	+	XM_012478131.1		XP_012333554.1	uncharacterized protein		24265794	AK88_00480	3120	3120	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	133691	136959	+	XP_012333554.1		XM_012478131.1	uncharacterized protein		24265794	AK88_00480	3120	1039	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	137390	149482	-						24265795	AK88_00481	12093		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	137390	149482	-	XM_012478132.1		XP_012333555.1	uncharacterized protein		24265795	AK88_00481	5817	5817	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	137390	149482	-	XP_012333555.1		XM_012478132.1	uncharacterized protein		24265795	AK88_00481	5817	1938	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	150214	152496	-						24265796	AK88_00482	2283		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	150214	152496	-	XM_012478133.1		XP_012333556.1	uncharacterized protein		24265796	AK88_00482	1302	1302	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	150214	152496	-	XP_012333556.1		XM_012478133.1	uncharacterized protein		24265796	AK88_00482	1302	433	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	153771	155942	-						24265797	AK88_00483	2172		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	153771	155942	-	XM_012478134.1		XP_012333557.1	uncharacterized protein		24265797	AK88_00483	2172	2172	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	153771	155942	-	XP_012333557.1		XM_012478134.1	uncharacterized protein		24265797	AK88_00483	2172	723	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	158539	160161	+						24265798	AK88_00484	1623		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	158539	160161	+	XM_012478135.1		XP_012333558.1	uncharacterized protein		24265798	AK88_00484	1623	1623	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	158539	160161	+	XP_012333558.1		XM_012478135.1	uncharacterized protein		24265798	AK88_00484	1623	540	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	160663	162384	-						24265799	AK88_00485	1722		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	160663	162384	-	XM_012478136.1		XP_012333559.1	uncharacterized protein		24265799	AK88_00485	1722	1722	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	160663	162384	-	XP_012333559.1		XM_012478136.1	uncharacterized protein		24265799	AK88_00485	1722	573	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	164732	166291	+						24265800	AK88_00486	1560		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	164732	166291	+	XM_012478137.1		XP_012333560.1	uncharacterized protein		24265800	AK88_00486	1560	1560	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	164732	166291	+	XP_012333560.1		XM_012478137.1	uncharacterized protein		24265800	AK88_00486	1560	519	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	167426	170581	-						24265801	AK88_00487	3156		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	167426	170581	-	XM_012478138.1		XP_012333561.1	uncharacterized protein		24265801	AK88_00487	3156	3156	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	167426	170581	-	XP_012333561.1		XM_012478138.1	uncharacterized protein		24265801	AK88_00487	3156	1051	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	171870	173309	-						24265802	AK88_00488	1440		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	171870	173309	-	XM_012478139.1		XP_012333562.1	uncharacterized protein		24265802	AK88_00488	1440	1440	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	171870	173309	-	XP_012333562.1		XM_012478139.1	uncharacterized protein		24265802	AK88_00488	1440	479	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	174844	175026	-						24265803	AK88_00489	183		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	174844	175026	-	XM_012478140.1		XP_012333563.1	uncharacterized protein		24265803	AK88_00489	183	183	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	174844	175026	-	XP_012333563.1		XM_012478140.1	uncharacterized protein		24265803	AK88_00489	183	60	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	180599	182312	-						24265804	AK88_00490	1714		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	180599	182312	-	XM_012478141.1		XP_012333564.1	uncharacterized protein		24265804	AK88_00490	1341	1341	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	180599	182312	-	XP_012333564.1		XM_012478141.1	uncharacterized protein		24265804	AK88_00490	1341	446	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	186144	190826	-						24265805	AK88_00491	4683		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	186144	190826	-	XM_012478142.1		XP_012333565.1	uncharacterized protein		24265805	AK88_00491	4683	4683	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	186144	190826	-	XP_012333565.1		XM_012478142.1	uncharacterized protein		24265805	AK88_00491	4683	1560	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	192818	196967	+						24265806	AK88_00492	4150		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	192818	196967	+	XM_012478143.1		XP_012333566.1	uncharacterized protein		24265806	AK88_00492	2085	2085	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192584.1	192818	196967	+	XP_012333566.1		XM_012478143.1	uncharacterized protein		24265806	AK88_00492	2085	694	
