# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1133241	1133774	-	XP_008814918.1		XM_008816696.1	hypothetical protein		20036362	C922_01088	534	177	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1135360	1136573	-						20036363	C922_01089	1214		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1135360	1136573	-	XM_008816697.1		XP_008814919.1	hypothetical protein		20036363	C922_01089	546	546	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1135360	1136573	-	XP_008814919.1		XM_008816697.1	hypothetical protein		20036363	C922_01089	546	181	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1137558	1139282	-						20036364	C922_01090	1725		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1137558	1139282	-	XM_008816698.1		XP_008814920.1	hypothetical protein		20036364	C922_01090	774	774	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1137558	1139282	-	XP_008814920.1		XM_008816698.1	hypothetical protein		20036364	C922_01090	774	257	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1140359	1141468	-						20036365	C922_01091	1110		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1140359	1141468	-	XM_008816699.1		XP_008814921.1	hypothetical protein		20036365	C922_01091	1110	1110	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1140359	1141468	-	XP_008814921.1		XM_008816699.1	hypothetical protein		20036365	C922_01091	1110	369	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1142327	1143343	+						20036366	C922_01092	1017		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1142327	1143343	+	XM_008816700.1		XP_008814922.1	hypothetical protein		20036366	C922_01092	1017	1017	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1142327	1143343	+	XP_008814922.1		XM_008816700.1	hypothetical protein		20036366	C922_01092	1017	338	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1144757	1156490	+						20036367	C922_01093	11734		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1144757	1156490	+	XM_008816701.1		XP_008814923.1	guanylate cyclase, other		20036367	C922_01093	9303	9303	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1144757	1156490	+	XP_008814923.1		XM_008816701.1	guanylate cyclase, other		20036367	C922_01093	9303	3100	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1158464	1159723	-						20036368	C922_01094	1260		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1158464	1159723	-	XM_008816702.1		XP_008814924.1	hypothetical protein		20036368	C922_01094	1260	1260	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1158464	1159723	-	XP_008814924.1		XM_008816702.1	hypothetical protein		20036368	C922_01094	1260	419	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1160966	1163223	-						20036369	C922_01095	2258		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1160966	1163223	-	XM_008816703.1		XP_008814925.1	hypothetical protein		20036369	C922_01095	1773	1773	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1160966	1163223	-	XP_008814925.1		XM_008816703.1	hypothetical protein		20036369	C922_01095	1773	590	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1169133	1172444	+						20036370	C922_01096	3312		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1169133	1172444	+	XM_008816704.1		XP_008814926.1	hypothetical protein		20036370	C922_01096	3312	3312	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1169133	1172444	+	XP_008814926.1		XM_008816704.1	hypothetical protein		20036370	C922_01096	3312	1103	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1174553	1176927	-						20036371	C922_01097	2375		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1174553	1176927	-	XM_008816705.1		XP_008814927.1	hypothetical protein		20036371	C922_01097	1155	1155	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1174553	1176927	-	XP_008814927.1		XM_008816705.1	hypothetical protein		20036371	C922_01097	1155	384	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1179554	1181656	-						20036372	C922_01098	2103		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1179554	1181656	-	XM_008816706.1		XP_008814928.1	protein arginine N-methyltransferase 5		20036372	C922_01098	2103	2103	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1179554	1181656	-	XP_008814928.1		XM_008816706.1	protein arginine N-methyltransferase 5		20036372	C922_01098	2103	700	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1186107	1189303	+						20036373	C922_01099	3197		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1186107	1189303	+	XM_008816707.1		XP_008814929.1	hypothetical protein		20036373	C922_01099	2760	2760	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1186107	1189303	+	XP_008814929.1		XM_008816707.1	hypothetical protein		20036373	C922_01099	2760	919	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1191743	1199083	+						20036374	C922_01100	7341		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1191743	1199083	+	XM_008816708.1		XP_008814930.1	hypothetical protein		20036374	C922_01100	6273	6273	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1191743	1199083	+	XP_008814930.1		XM_008816708.1	hypothetical protein		20036374	C922_01100	6273	2090	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1200105	1202223	+						20036375	C922_01101	2119		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1200105	1202223	+	XM_008816709.1		XP_008814931.1	hypothetical protein		20036375	C922_01101	774	774	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1200105	1202223	+	XP_008814931.1		XM_008816709.1	hypothetical protein		20036375	C922_01101	774	257	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1202631	1203222	-						20036376	C922_01102	592		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1202631	1203222	-	XM_008816710.1		XP_008814932.1	cofilin/actin-depolymerizing factor like 2		20036376	C922_01102	432	432	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1202631	1203222	-	XP_008814932.1		XM_008816710.1	cofilin/actin-depolymerizing factor like 2		20036376	C922_01102	432	143	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1204941	1207155	-						20036377	C922_01103	2215		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1204941	1207155	-	XM_008816711.1		XP_008814933.1	hypothetical protein		20036377	C922_01103	933	933	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1204941	1207155	-	XP_008814933.1		XM_008816711.1	hypothetical protein		20036377	C922_01103	933	310	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1208500	1208901	-						20036378	C922_01104	402		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1208500	1208901	-	XM_008816712.1		XP_008814934.1	hypothetical protein		20036378	C922_01104	402	402	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1208500	1208901	-	XP_008814934.1		XM_008816712.1	hypothetical protein		20036378	C922_01104	402	133	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1210558	1211211	+						20036379	C922_01105	654		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1210558	1211211	+	XM_008816713.1		XP_008814935.1	hypothetical protein		20036379	C922_01105	654	654	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1210558	1211211	+	XP_008814935.1		XM_008816713.1	hypothetical protein		20036379	C922_01105	654	217	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1213867	1221624	+						20036380	C922_01106	7758		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1213867	1221624	+	XM_008816714.1		XP_008814936.1	hypothetical protein		20036380	C922_01106	7758	7758	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1213867	1221624	+	XP_008814936.1		XM_008816714.1	hypothetical protein		20036380	C922_01106	7758	2585	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1222204	1223028	-						20036381	C922_01107	825		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1222204	1223028	-	XM_008816715.1		XP_008814937.1	proliferating cell nuclear antigen		20036381	C922_01107	825	825	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1222204	1223028	-	XP_008814937.1		XM_008816715.1	proliferating cell nuclear antigen		20036381	C922_01107	825	274	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1226785	1227384	+						20036382	C922_01108	600		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1226785	1227384	+	XM_008816716.1		XP_008814938.1	hypothetical protein		20036382	C922_01108	600	600	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1226785	1227384	+	XP_008814938.1		XM_008816716.1	hypothetical protein		20036382	C922_01108	600	199	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1228536	1230639	-						20036383	C922_01109	2104		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1228536	1230639	-	XM_008816717.1		XP_008814939.1	hypothetical protein		20036383	C922_01109	822	822	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1228536	1230639	-	XP_008814939.1		XM_008816717.1	hypothetical protein		20036383	C922_01109	822	273	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1232613	1234070	-						20036384	C922_01110	1458		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1232613	1234070	-	XM_008816718.1		XP_008814940.1	RuvB-like 2		20036384	C922_01110	1458	1458	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1232613	1234070	-	XP_008814940.1		XM_008816718.1	RuvB-like 2		20036384	C922_01110	1458	485	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1236050	1236640	+						20036385	C922_01111	591		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1236050	1236640	+	XM_008816719.1		XP_008814941.1	hypothetical protein		20036385	C922_01111	591	591	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1236050	1236640	+	XP_008814941.1		XM_008816719.1	hypothetical protein		20036385	C922_01111	591	196	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1239000	1245221	+						20036386	C922_01112	6222		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1239000	1245221	+	XM_008816720.1		XP_008814942.1	hypothetical protein		20036386	C922_01112	6222	6222	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1239000	1245221	+	XP_008814942.1		XM_008816720.1	hypothetical protein		20036386	C922_01112	6222	2073	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1246950	1249236	+						20036387	C922_01113	2287		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1246950	1249236	+	XM_008816721.1		XP_008814943.1	hypothetical protein		20036387	C922_01113	2076	2076	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1246950	1249236	+	XP_008814943.1		XM_008816721.1	hypothetical protein		20036387	C922_01113	2076	691	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1249766	1250907	+						20036388	C922_01114	1142		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1249766	1250907	+	XM_008816722.1		XP_008814944.1	hypothetical protein		20036388	C922_01114	795	795	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1249766	1250907	+	XP_008814944.1		XM_008816722.1	hypothetical protein		20036388	C922_01114	795	264	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1254584	1258841	+						20036389	C922_01115	4258		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1254584	1258841	+	XM_008816723.1		XP_008814945.1	hypothetical protein		20036389	C922_01115	3894	3894	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1254584	1258841	+	XP_008814945.1		XM_008816723.1	hypothetical protein		20036389	C922_01115	3894	1297	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1260797	1267405	+						20036390	C922_01116	6609		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1260797	1267405	+	XM_008816724.1		XP_008814946.1	hypothetical protein		20036390	C922_01116	6321	6321	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1260797	1267405	+	XP_008814946.1		XM_008816724.1	hypothetical protein		20036390	C922_01116	6321	2106	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1268342	1273184	+						20036391	C922_01117	4843		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1268342	1273184	+	XM_008816725.1		XP_008814947.1	hypothetical protein		20036391	C922_01117	4404	4404	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1268342	1273184	+	XP_008814947.1		XM_008816725.1	hypothetical protein		20036391	C922_01117	4404	1467	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1273886	1277257	+						20036392	C922_01118	3372		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1273886	1277257	+	XM_008816726.1		XP_008814948.1	hypothetical protein		20036392	C922_01118	3372	3372	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1273886	1277257	+	XP_008814948.1		XM_008816726.1	hypothetical protein		20036392	C922_01118	3372	1123	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1278030	1281288	+						20036393	C922_01119	3259		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1278030	1281288	+	XM_008816727.1		XP_008814949.1	hypothetical protein		20036393	C922_01119	3045	3045	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1278030	1281288	+	XP_008814949.1		XM_008816727.1	hypothetical protein		20036393	C922_01119	3045	1014	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1281435	1282959	-						20036394	C922_01120	1525		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1281435	1282959	-	XM_008816728.1		XP_008814950.1	bifunctional polynucleotide phosphatase/kinase		20036394	C922_01120	1374	1374	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1281435	1282959	-	XP_008814950.1		XM_008816728.1	bifunctional polynucleotide phosphatase/kinase		20036394	C922_01120	1374	457	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1283758	1284450	+						20036395	C922_01121	693		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1283758	1284450	+	XM_008816729.1		XP_008814951.1	hypothetical protein		20036395	C922_01121	693	693	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1283758	1284450	+	XP_008814951.1		XM_008816729.1	hypothetical protein		20036395	C922_01121	693	230	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1285236	1288096	-						20036396	C922_01122	2861		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1285236	1288096	-	XM_008816730.1		XP_008814952.1	hypothetical protein		20036396	C922_01122	2664	2664	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1285236	1288096	-	XP_008814952.1		XM_008816730.1	hypothetical protein		20036396	C922_01122	2664	887	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1289630	1292059	+						20036397	C922_01123	2430		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1289630	1292059	+	XM_008816731.1		XP_008814953.1	hypothetical protein		20036397	C922_01123	2139	2139	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1289630	1292059	+	XP_008814953.1		XM_008816731.1	hypothetical protein		20036397	C922_01123	2139	712	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1293284	1293991	-						20036398	C922_01124	708		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1293284	1293991	-	XM_008816732.1		XP_008814954.1	hypothetical protein		20036398	C922_01124	708	708	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1293284	1293991	-	XP_008814954.1		XM_008816732.1	hypothetical protein		20036398	C922_01124	708	235	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1294918	1296981	+						20036399	C922_01125	2064		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1294918	1296981	+	XM_008816733.1		XP_008814955.1	hypothetical protein		20036399	C922_01125	2064	2064	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1294918	1296981	+	XP_008814955.1		XM_008816733.1	hypothetical protein		20036399	C922_01125	2064	687	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1298477	1302398	+						20036400	C922_01126	3922		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1298477	1302398	+	XM_008816734.1		XP_008814956.1	hypothetical protein		20036400	C922_01126	2106	2106	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1298477	1302398	+	XP_008814956.1		XM_008816734.1	hypothetical protein		20036400	C922_01126	2106	701	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1304953	1305495	+						20036401	C922_01127	543		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1304953	1305495	+	XM_008816735.1		XP_008814957.1	hypothetical protein		20036401	C922_01127	543	543	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1304953	1305495	+	XP_008814957.1		XM_008816735.1	hypothetical protein		20036401	C922_01127	543	180	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1308524	1311076	+						20036402	C922_01128	2553		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1308524	1311076	+	XM_008816736.1		XP_008814958.1	hypothetical protein		20036402	C922_01128	2553	2553	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1308524	1311076	+	XP_008814958.1		XM_008816736.1	hypothetical protein		20036402	C922_01128	2553	850	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1312374	1315043	+						20036403	C922_01129	2670		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1312374	1315043	+	XM_008816737.1		XP_008814959.1	hypothetical protein		20036403	C922_01129	2670	2670	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1312374	1315043	+	XP_008814959.1		XM_008816737.1	hypothetical protein		20036403	C922_01129	2670	889	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1316104	1321527	-						20036404	C922_01130	5424		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1316104	1321527	-	XM_008816738.1		XP_008814960.1	hypothetical protein		20036404	C922_01130	5424	5424	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1316104	1321527	-	XP_008814960.1		XM_008816738.1	hypothetical protein		20036404	C922_01130	5424	1807	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1323512	1326916	-						20036405	C922_01131	3405		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1323512	1326916	-	XM_008816739.1		XP_008814961.1	adenosinetriphosphatase		20036405	C922_01131	3405	3405	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1323512	1326916	-	XP_008814961.1		XM_008816739.1	adenosinetriphosphatase		20036405	C922_01131	3405	1134	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1329632	1340164	+						20036406	C922_01132	10533		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1329632	1340164	+	XM_008816740.1		XP_008814962.1	hypothetical protein		20036406	C922_01132	10533	10533	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1329632	1340164	+	XP_008814962.1		XM_008816740.1	hypothetical protein		20036406	C922_01132	10533	3510	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1341502	1343067	+						20036407	C922_01133	1566		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1341502	1343067	+	XM_008816741.1		XP_008814963.1	exosome complex component RRP45		20036407	C922_01133	1566	1566	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1341502	1343067	+	XP_008814963.1		XM_008816741.1	exosome complex component RRP45		20036407	C922_01133	1566	521	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1344098	1346698	+						20036408	C922_01134	2601		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1344098	1346698	+	XM_008816742.1		XP_008814964.1	hypothetical protein		20036408	C922_01134	2601	2601	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1344098	1346698	+	XP_008814964.1		XM_008816742.1	hypothetical protein		20036408	C922_01134	2601	866	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1347359	1348492	+						20036409	C922_01135	1134		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1347359	1348492	+	XM_008816743.1		XP_008814965.1	hypothetical protein		20036409	C922_01135	1134	1134	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1347359	1348492	+	XP_008814965.1		XM_008816743.1	hypothetical protein		20036409	C922_01135	1134	377	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1348930	1350061	-						20036410	C922_01136	1132		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1348930	1350061	-	XM_008816744.1		XP_008814966.1	DNA-directed RNA polymerase I, II, and III subunit RPABC1		20036410	C922_01136	354	354	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1348930	1350061	-	XP_008814966.1		XM_008816744.1	DNA-directed RNA polymerase I, II, and III subunit RPABC1		20036410	C922_01136	354	117	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1350201	1350654	-						20036411	C922_01137	454		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1350201	1350654	-	XM_008816745.1		XP_008814967.1	DNA-directed RNA polymerase I, II, and III subunit RPABC1		20036411	C922_01137	255	255	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1350201	1350654	-	XP_008814967.1		XM_008816745.1	DNA-directed RNA polymerase I, II, and III subunit RPABC1		20036411	C922_01137	255	84	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1351997	1353756	-						20036412	C922_01138	1760		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1351997	1353756	-	XM_008816746.1		XP_008814968.1	ferrochelatase		20036412	C922_01138	1053	1053	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1351997	1353756	-	XP_008814968.1		XM_008816746.1	ferrochelatase		20036412	C922_01138	1053	350	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1354256	1355221	+						20036413	C922_01139	966		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1354256	1355221	+	XM_008816747.1		XP_008814969.1	hypothetical protein		20036413	C922_01139	966	966	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1354256	1355221	+	XP_008814969.1		XM_008816747.1	hypothetical protein		20036413	C922_01139	966	321	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1355566	1356627	-						20036414	C922_01140	1062		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481837.1	1355566	1356627	-	XM_008816748.1		XP_008814970.1	hypothetical protein		20036414	C922_01140	300	300	partial
