# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1248061	1248502	+	XP_004222151.1		XM_004222103.1	hypothetical protein		14692554	PCYB_083650	291	96	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1249625	1250362	+						14692555	PCYB_083660	738		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1249625	1250362	+	XM_004222104.1		XP_004222152.1			14692555	PCYB_083660	738	738	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1249625	1250362	+	XP_004222152.1		XM_004222104.1	hypothetical protein		14692555	PCYB_083660	738	245	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1250828	1252029	-						14692556	PCYB_083670	1202		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1250828	1252029	-	XM_004222105.1		XP_004222153.1			14692556	PCYB_083670	891	891	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1250828	1252029	-	XP_004222153.1		XM_004222105.1	hypothetical protein		14692556	PCYB_083670	891	296	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1255971	1256411	+						14692557	PCYB_083680	441		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1255971	1256411	+	XM_004222106.1		XP_004222154.1			14692557	PCYB_083680	333	333	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1255994	1256410	+	XP_004222154.1		XM_004222106.1	hypothetical protein		14692557	PCYB_083680	309	103	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1259035	1260062	-						14692558	PCYB_083690	1028		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1259035	1260062	-	XM_004222107.1		XP_004222155.1			14692558	PCYB_083690	384	384	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1259035	1260062	-	XP_004222155.1		XM_004222107.1	60S ribosomal protein L26		14692558	PCYB_083690	384	127	
gene	tRNA	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1261009	1261082	+						14692559	PCYB_083693	74		
tRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1261009	1261082	+				tRNA-Ile		14692559	PCYB_083693	74		
gene	tRNA	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1261982	1262054	-						14692560	PCYB_083697	73		
tRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1261982	1262054	-				tRNA-Val		14692560	PCYB_083697	73		
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1262743	1264452	-						14692561	PCYB_083700	1710		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1262743	1264452	-	XM_004222108.1		XP_004222156.1			14692561	PCYB_083700	1710	1710	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1262743	1264452	-	XP_004222156.1		XM_004222108.1	hypothetical protein		14692561	PCYB_083700	1710	569	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1268994	1270177	+						14692562	PCYB_083710	1184		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1268994	1270177	+	XM_004222109.1		XP_004222157.1			14692562	PCYB_083710	546	546	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1268994	1270177	+	XP_004222157.1		XM_004222109.1	glycogen synthase kinase		14692562	PCYB_083710	546	181	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1271733	1272638	-						14692563	PCYB_083720	906		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1271733	1272638	-	XM_004222110.1		XP_004222158.1			14692563	PCYB_083720	906	906	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1271733	1272638	-	XP_004222158.1		XM_004222110.1	26S proteasome regulatory particle non-ATPase subunit12		14692563	PCYB_083720	906	302	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1273610	1277198	+						14692564	PCYB_083730	3589		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1273610	1277198	+	XM_004222111.1		XP_004222159.1			14692564	PCYB_083730	2616	2616	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1273610	1277198	+	XP_004222159.1		XM_004222111.1	hypothetical protein		14692564	PCYB_083730	2616	871	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1277444	1279522	-						14692565	PCYB_083740	2079		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1277444	1279522	-	XM_004222112.1		XP_004222160.1			14692565	PCYB_083740	2079	2079	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1277445	1279520	-	XP_004222160.1		XM_004222112.1	zinc finger protein		14692565	PCYB_083740	2076	692	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1281599	1282024	-						14692566	PCYB_083750	426		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1281599	1282024	-	XM_004222113.1		XP_004222161.1			14692566	PCYB_083750	278	278	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1281599	1282022	-	XP_004222161.1		XM_004222113.1	hypothetical protein		14692566	PCYB_083750	276	92	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1283390	1284793	+						14692567	PCYB_083760	1404		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1283390	1284793	+	XM_004222114.1		XP_004222162.1			14692567	PCYB_083760	1404	1404	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1283390	1284793	+	XP_004222162.1		XM_004222114.1	hypothetical protein		14692567	PCYB_083760	1404	468	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1285326	1287384	-						14692568	PCYB_083770	2059		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1285326	1287384	-	XM_004222115.1		XP_004222163.1			14692568	PCYB_083770	1728	1728	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1285326	1287384	-	XP_004222163.1		XM_004222115.1	hypothetical protein		14692568	PCYB_083770	1728	575	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1289018	1291915	-						14692569	PCYB_083780	2898		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1289018	1291915	-	XM_004222116.1		XP_004222164.1			14692569	PCYB_083780	1152	1152	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1289018	1291915	-	XP_004222164.1		XM_004222116.1	aspartyl proteinase		14692569	PCYB_083780	1152	384	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1292569	1295443	-						14692570	PCYB_083790	2875		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1292569	1295443	-	XM_004222117.1		XP_004222165.1			14692570	PCYB_083790	1992	1992	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1294078	1295443	-	XP_004222165.1		XM_004222117.1	ribophorin I		14692570	PCYB_083790	1257	418	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1298265	1298576	+						14692571	PCYB_083800	312		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1298265	1298576	+	XM_004222118.1		XP_004222166.1			14692571	PCYB_083800	267	267	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1298265	1298576	+	XP_004222166.1		XM_004222118.1	hypothetical protein		14692571	PCYB_083800	267	88	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1299831	1309301	-						14692572	PCYB_083810	9471		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1299831	1309301	-	XM_004222119.1		XP_004222167.1			14692572	PCYB_083810	9249	9249	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1299831	1309301	-	XP_004222167.1		XM_004222119.1	protein kinase domain containing protein		14692572	PCYB_083810	9249	3082	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1316929	1320300	+						14692573	PCYB_083820	3372		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1316929	1320300	+	XM_004222120.1		XP_004222168.1			14692573	PCYB_083820	2505	2505	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1316929	1320300	+	XP_004222168.1		XM_004222120.1	phosphatidylinositol 3- and 4-kinase		14692573	PCYB_083820	2505	834	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1321421	1325227	-						14692574	PCYB_083830	3807		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1321421	1325227	-	XM_004222121.1		XP_004222169.1			14692574	PCYB_083830	2592	2592	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1321421	1325227	-	XP_004222169.1		XM_004222121.1	valine-tRNA ligase		14692574	PCYB_083830	2592	863	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1327273	1329947	+						14692575	PCYB_083840	2675		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1327273	1329947	+	XM_004222122.1		XP_004222170.1			14692575	PCYB_083840	1034	1034	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1327273	1329947	+	XP_004222170.1		XM_004222122.1	splicing factor		14692575	PCYB_083840	1034	345	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1331195	1331401	-						14692576	PCYB_083850	207		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1331195	1331401	-	XM_004222123.1		XP_004222171.1			14692576	PCYB_083850	207	207	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1331195	1331401	-	XP_004222171.1		XM_004222123.1	hypothetical protein		14692576	PCYB_083850	207	68	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1332303	1334083	-						14692577	PCYB_083860	1781		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1332303	1334083	-	XM_004222124.1		XP_004222172.1			14692577	PCYB_083860	1755	1755	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1332303	1334083	-	XP_004222172.1		XM_004222124.1	hypothetical protein		14692577	PCYB_083860	1755	584	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1336098	1336457	-						14692578	PCYB_083870	360		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1336098	1336457	-	XM_004222125.1		XP_004222173.1			14692578	PCYB_083870	360	360	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1336100	1336426	-	XP_004222173.1		XM_004222125.1	hypothetical protein		14692578	PCYB_083870	327	109	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1336784	1337353	-						14692579	PCYB_083880	570		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1336784	1337353	-	XM_004222126.1		XP_004222174.1			14692579	PCYB_083880	441	441	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1336784	1337353	-	XP_004222174.1		XM_004222126.1	sybindin domain containing protein		14692579	PCYB_083880	441	146	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1338719	1339869	+						14692580	PCYB_083890	1151		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1338719	1339869	+	XM_004222127.1		XP_004222175.1			14692580	PCYB_083890	891	891	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1338899	1339869	+	XP_004222175.1		XM_004222127.1	eukaryotic translation initiation factor 3 subunit 11		14692580	PCYB_083890	711	236	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1342282	1349031	+						14692581	PCYB_083900	6750		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1342282	1349031	+	XM_004222128.1		XP_004222176.1			14692581	PCYB_083900	6342	6342	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1342282	1349031	+	XP_004222176.1		XM_004222128.1	helicase		14692581	PCYB_083900	6342	2113	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1349564	1353184	-						14692582	PCYB_083910	3621		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1349564	1353184	-	XM_004222129.1		XP_004222177.1			14692582	PCYB_083910	3591	3591	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1349564	1353184	-	XP_004222177.1		XM_004222129.1	hypothetical protein		14692582	PCYB_083910	3591	1196	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1353675	1358304	-						14692583	PCYB_083920	4630		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1353675	1358304	-	XM_004222130.1		XP_004222178.1			14692583	PCYB_083920	4365	4365	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1353675	1358304	-	XP_004222178.1		XM_004222130.1	hypothetical protein		14692583	PCYB_083920	4365	1454	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1361558	1374466	-						14692584	PCYB_083930	12909		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1361558	1374466	-	XM_004222131.1		XP_004222179.1			14692584	PCYB_083930	10077	10077	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1372767	1374465	-	XP_004222179.1		XM_004222131.1	hypothetical protein		14692584	PCYB_083930	791	263	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1377226	1379932	-						14692585	PCYB_083940	2707		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1377226	1379932	-	XM_004222132.1		XP_004222180.1			14692585	PCYB_083940	1860	1860	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1377226	1379932	-	XP_004222180.1		XM_004222132.1	calcium-dependent protein kinase 3		14692585	PCYB_083940	1860	619	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1381715	1383043	-						14692586	PCYB_083950	1329		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1381715	1383043	-	XM_004222133.1		XP_004222181.1			14692586	PCYB_083950	1039	1039	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1381715	1382598	-	XP_004222181.1		XM_004222133.1	hypothetical protein		14692586	PCYB_083950	594	197	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1383941	1388789	+						14692587	PCYB_083960	4849		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1383941	1388789	+	XM_004222134.1		XP_004222182.1			14692587	PCYB_083960	4452	4452	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1383941	1388789	+	XP_004222182.1		XM_004222134.1	hypothetical protein		14692587	PCYB_083960	4452	1483	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1388992	1391137	-						14692588	PCYB_083970	2146		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1388992	1391137	-	XM_004222135.1		XP_004222183.1			14692588	PCYB_083970	924	924	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1388992	1391137	-	XP_004222183.1		XM_004222135.1	rat BRAIN protein-like		14692588	PCYB_083970	924	307	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1391549	1393078	+						14692589	PCYB_083980	1530		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1391549	1393078	+	XM_004222136.1		XP_004222184.1			14692589	PCYB_083980	1530	1530	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1391549	1393078	+	XP_004222184.1		XM_004222136.1	ribosomal protein		14692589	PCYB_083980	1530	509	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1394232	1394567	-						14692590	PCYB_083990	336		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1394232	1394567	-	XM_004222137.1		XP_004222185.1			14692590	PCYB_083990	336	336	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1394232	1394567	-	XP_004222185.1		XM_004222137.1	60S Acidic ribosomal protein P2		14692590	PCYB_083990	336	111	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1396929	1398645	-						14692591	PCYB_084000	1717		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1396929	1398645	-	XM_004222138.1		XP_004222186.1			14692591	PCYB_084000	1717	1717	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1396929	1398644	-	XP_004222186.1		XM_004222138.1	asparagine synthetase [glutamine-hydrolyzing]		14692591	PCYB_084000	1716	571	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1401050	1403601	-						14692592	PCYB_084010	2552		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1401050	1403601	-	XM_004222139.1		XP_004222187.1			14692592	PCYB_084010	2421	2421	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1401050	1403601	-	XP_004222187.1		XM_004222139.1	N2227-like protein		14692592	PCYB_084010	2421	806	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1408410	1411356	+						14692593	PCYB_084020	2947		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1408410	1411356	+	XM_004222140.1		XP_004222188.1			14692593	PCYB_084020	2403	2403	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1408410	1411356	+	XP_004222188.1		XM_004222140.1	serine/threonine protein kinase 6		14692593	PCYB_084020	2403	800	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1412335	1413452	+						14692594	PCYB_084030	1118		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1412335	1413452	+	XM_004222141.1		XP_004222189.1			14692594	PCYB_084030	477	477	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1412335	1413452	+	XP_004222189.1		XM_004222141.1	hypothetical protein		14692594	PCYB_084030	477	158	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1413828	1417151	-						14692595	PCYB_084040	3324		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1413828	1417151	-	XM_004222142.1		XP_004222190.1			14692595	PCYB_084040	1176	1176	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1413828	1417151	-	XP_004222190.1		XM_004222142.1	dual-specificity protein phosphatase		14692595	PCYB_084040	1176	391	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1418958	1423871	+						14692596	PCYB_084050	4914		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1418958	1423871	+	XM_004222143.1		XP_004222191.1			14692596	PCYB_084050	4215	4215	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1418958	1423871	+	XP_004222191.1		XM_004222143.1	splicing factor putative		14692596	PCYB_084050	4215	1404	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1423706	1424168	-						14692597	PCYB_084060	463		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1423706	1424168	-	XM_004222144.1		XP_004222192.1			14692597	PCYB_084060	324	324	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1423706	1424168	-	XP_004222192.1		XM_004222144.1	hypothetical protein		14692597	PCYB_084060	324	107	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1425001	1426927	-						14692598	PCYB_084070	1927		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1425001	1426927	-	XM_004222145.1		XP_004222193.1			14692598	PCYB_084070	1281	1281	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1425001	1426927	-	XP_004222193.1		XM_004222145.1	hypothetical protein		14692598	PCYB_084070	1281	426	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1428658	1430154	-						14692599	PCYB_084080	1497		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1428658	1430154	-	XM_004222146.1		XP_004222194.1			14692599	PCYB_084080	1371	1371	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1428658	1430154	-	XP_004222194.1		XM_004222146.1	WD domain G-beta repeat domain containing protein		14692599	PCYB_084080	1371	456	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1431723	1432779	-						14692600	PCYB_084090	1057		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1431723	1432779	-	XM_004222147.1		XP_004222195.1			14692600	PCYB_084090	447	447	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1431723	1432779	-	XP_004222195.1		XM_004222147.1	activator of Hsp90 ATPase homolog 1-like protein		14692600	PCYB_084090	447	148	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1435139	1437128	+						14692601	PCYB_084100	1990		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1435139	1437128	+	XM_004222148.1		XP_004222196.1			14692601	PCYB_084100	1110	1110	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1435139	1437128	+	XP_004222196.1		XM_004222148.1	hypothetical protein		14692601	PCYB_084100	1110	369	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1438732	1440566	+						14692602	PCYB_084110	1835		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1438732	1440566	+	XM_004222149.1		XP_004222197.1			14692602	PCYB_084110	1623	1623	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1438732	1440566	+	XP_004222197.1		XM_004222149.1	T-complex protein 1 eta subunit		14692602	PCYB_084110	1623	540	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1441249	1445745	-						14692603	PCYB_084120	4497		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1441249	1445745	-	XM_004222150.1		XP_004222198.1			14692603	PCYB_084120	3966	3966	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1441249	1445745	-	XP_004222198.1		XM_004222150.1	hypothetical protein		14692603	PCYB_084120	3966	1321	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1447996	1449405	-						14692604	PCYB_084130	1410		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1447996	1449405	-	XM_004222151.1		XP_004222199.1			14692604	PCYB_084130	1386	1386	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1447996	1449405	-	XP_004222199.1		XM_004222151.1	DNA polymerase delta small subunit		14692604	PCYB_084130	1386	461	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1450450	1462600	+						14692605	PCYB_084140	12151		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1450450	1462600	+	XM_004222152.1		XP_004222200.1			14692605	PCYB_084140	10866	10866	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1450450	1462600	+	XP_004222200.1		XM_004222152.1	hypothetical protein		14692605	PCYB_084140	10866	3621	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1463085	1465094	-						14692606	PCYB_084150	2010		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1463085	1465094	-	XM_004222153.1		XP_004222201.1			14692606	PCYB_084150	1974	1974	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1463085	1465094	-	XP_004222201.1		XM_004222153.1	hypothetical protein		14692606	PCYB_084150	1974	657	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1469127	1474088	+						14692607	PCYB_084160	4962		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1469127	1474088	+	XM_004222154.1		XP_004222202.1			14692607	PCYB_084160	4388	4388	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1469127	1474088	+	XP_004222202.1		XM_004222154.1	hypothetical protein		14692607	PCYB_084160	4388	1462	partial
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1474784	1476952	-						14692608	PCYB_084170	2169		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1474784	1476952	-	XM_004222155.1		XP_004222203.1			14692608	PCYB_084170	1968	1968	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1474784	1476952	-	XP_004222203.1		XM_004222155.1	hypothetical protein		14692608	PCYB_084170	1968	655	
gene	protein_coding	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1478023	1479411	+						14692609	PCYB_084180	1389		partial
mRNA		GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1478023	1479411	+	XM_004222156.1		XP_004222204.1			14692609	PCYB_084180	1204	1204	partial
CDS	with_protein	GCF_000321355.1	Primary Assembly	chromosome	8	NC_020401.1	1478450	1479411	+	XP_004222204.1		XM_004222156.1	hypothetical protein		14692609	PCYB_084180	777	258	
